n	m	quicksort	ordenacao digital	insertion sort
10	5	1	0	1
100	2	4	0	5
10	5	1	0	1
10	5	0	1	0
10	5	1	0	1
10	5	0	1	0
10	5	0	1	0
100	2	4	1	4
10	14	0	2	0
10	5	1	0	1
10	14	0	2	0
10	14	1	1	1
100	2	5	0	5
10	14	0	1	1
10	14	0	1	1
10	14	0	2	0
10	14	0	2	0
10	14	1	1	1
10	14	0	1	0
10	14	1	1	1
10	15	0	2	0
10	15	1	1	1
10	15	0	2	0
10	5	0	1	1
10	15	1	2	1
10	15	0	2	0
10	15	1	1	1
10	15	0	2	0
10	15	0	1	0
10	15	0	2	0
10	15	1	1	1
10	15	0	2	0
10	15	1	1	1
10	5	1	0	1
10	16	0	2	0
10	5	1	0	1
10	16	0	2	0
10	5	0	0	1
10	5	0	1	0
10	16	1	1	1
10	6	0	1	1
10	6	0	1	0
10	16	1	1	1
10	6	0	1	0
10	6	0	1	0
10	6	0	1	0
10	6	0	1	0
10	6	0	1	0
10	6	0	1	0
10	6	1	0	1
10	6	1	0	1
10	6	1	0	1
10	6	1	0	1
10	6	1	0	1
10	7	0	1	0
10	7	1	0	1
10	7	0	1	0
10	7	0	1	0
10	7	1	0	1
10	7	0	1	0
10	7	1	0	1
10	7	0	1	0
100	2	5	1	5
10	7	0	0	1
10	7	0	0	1
10	7	0	1	0
10	7	1	0	1
100	2	4	1	5
10	8	1	0	1
10	8	0	1	0
10	8	0	1	1
10	8	0	1	0
100	2	4	1	5
10	8	0	1	0
10	8	0	1	0
10	8	0	1	0
10	8	1	0	1
100	2	5	0	5
10	8	1	1	0
10	8	0	1	0
10	8	1	0	1
100	2	4	1	5
10	8	0	1	1
10	8	0	1	1
10	9	0	0	1
10	9	1	0	1
100	3	4	1	5
10	9	1	1	0
10	9	0	1	1
10	9	0	2	0
10	9	1	1	0
100	3	4	1	5
10	9	0	1	1
10	9	1	0	1
10	9	1	1	0
10	9	1	1	0
100	3	4	1	4
10	9	0	0	1
10	9	0	1	0
10	10	0	1	1
10	10	0	1	0
100	3	4	1	5
10	10	1	1	0
10	3	1	1	0
10	3	0	0	1
10	3	0	0	1
100	3	5	1	5
10	10	0	1	1
10	3	0	0	1
10	3	0	1	0
10	3	0	0	0
10	3	0	1	0
10	10	0	1	1
10	3	0	1	0
10	3	1	0	0
10	4	0	1	0
10	10	1	0	0
10	4	0	0	1
10	10	0	1	0
100	3	4	1	5
10	16	1	2	1
10	10	1	0	1
10	4	1	0	0
10	4	1	0	0
10	4	0	1	0
100	3	4	1	5
10	16	0	2	1
10	4	1	0	1
10	10	0	1	1
10	4	0	0	0
10	4	0	0	1
10	16	1	2	0
10	10	0	1	0
10	4	0	1	0
100	3	5	1	5
10	4	0	1	0
10	10	1	1	0
10	10	0	1	1
10	4	0	1	0
10	10	0	1	0
100	3	4	1	5
10	4	0	0	0
10	5	0	1	0
10	11	0	1	1
10	5	1	0	0
10	5	0	1	0
10	11	0	1	1
10	5	0	1	0
10	11	0	1	1
10	11	0	1	1
10	11	0	1	1
10	11	0	1	0
10	11	1	1	0
10	5	24	1	0
10	5	0	0	0
10	11	1	1	0
10	5	0	1	0
10	5	0	1	0
10	11	0	1	1
10	5	0	0	0
10	11	0	0	1
10	5	0	1	0
10	11	1	0	1
10	5	0	1	0
10	11	0	1	0
10	16	1	16	10
10	5	1	0	0
10	16	0	2	0
10	5	0	0	1
10	12	1	1	0
100	3	4	1	5
10	6	0	1	0
10	6	1	0	0
10	12	0	1	1
10	12	0	1	0
10	12	0	1	0
100	3	4	1	5
10	12	0	1	0
10	6	26	1	0
10	12	0	1	1
10	12	0	1	0
10	16	1	78	7
10	12	1	0	1
10	6	1	0	0
100	3	4	1	5
10	12	0	1	0
10	12	0	1	1
10	6	0	1	0
10	12	0	1	1
10	6	0	1	0
10	12	0	1	0
10	6	1	0	0
100	3	5	1	5
10	6	0	1	0
10	12	1	0	1
10	16	21	14	1
10	6	0	1	0
10	13	0	1	0
10	6	0	0	1
100	4	4	2	5
10	6	0	0	1
10	13	0	1	0
10	6	0	1	0
10	7	0	1	0
10	13	1	1	0
10	7	0	1	0
10	13	0	1	0
10	7	1	0	1
10	13	1	1	0
10	7	1	0	1
10	13	0	1	0
10	7	0	1	0
10	13	0	1	0
10	7	0	1	0
100	4	5	1	5
10	7	0	1	0
10	13	1	1	0
10	7	1	0	1
10	13	1	1	0
10	7	0	1	0
10	13	0	1	1
10	7	0	1	0
100	4	4	1	5
10	13	0	1	1
10	7	1	0	1
10	7	1	0	0
10	13	1	1	0
10	7	1	0	1
10	14	1	1	0
10	8	1	0	1
10	14	0	1	0
10	8	0	1	0
100	4	4	1	5
10	8	0	0	1
10	14	1	1	0
10	8	0	1	0
10	8	0	0	1
10	14	0	1	1
10	8	0	0	1
100	4	4	2	5
10	8	1	0	1
10	14	1	1	0
10	8	1	0	0
10	14	0	1	0
10	8	0	1	0
10	14	0	1	0
10	8	0	1	0
100	4	4	2	5
10	8	0	1	0
10	14	0	1	1
10	8	0	0	1
10	14	1	1	0
10	9	1	0	1
10	14	1	0	1
10	9	0	0	1
10	14	1	1	0
10	9	1	0	1
10	9	0	1	0
10	14	1	1	0
10	9	1	0	1
10	14	0	1	1
10	9	1	0	1
10	9	0	1	0
10	15	0	1	1
10	9	0	1	1
10	9	1	0	1
10	9	0	1	0
10	9	0	1	0
10	9	0	1	0
100	4	5	1	6
10	9	0	1	0
10	10	1	0	1
10	10	0	1	0
10	10	1	0	1
10	10	0	1	0
10	16	0	2	0
10	10	0	1	1
10	15	0	1	0
10	10	0	18	0
10	15	22	1	1
10	10	0	1	0
10	10	0	1	0
10	15	1	1	0
10	10	0	1	0
10	15	0	1	1
10	10	0	1	0
10	15	1	1	0
10	10	0	0	0
10	10	0	1	0
10	15	0	1	0
10	11	0	1	1
10	15	1	1	0
10	11	0	1	0
10	15	0	2	0
10	11	0	1	1
10	11	0	1	0
10	15	0	1	0
10	11	0	1	0
10	15	0	1	1
10	11	1	0	1
10	15	0	1	1
10	11	0	1	0
10	16	1	1	0
10	11	0	1	1
10	11	0	1	0
10	16	0	2	0
100	4	5	1	5
10	11	0	1	0
10	16	1	1	0
10	16	0	1	1
100	4	4	2	5
10	11	1	0	1
10	16	0	1	0
10	11	0	1	0
10	16	1	1	0
10	17	0	1	1
100	4	4	1	5
10	17	0	1	0
10	16	1	1	0
10	16	0	2	0
10	11	0	1	0
10	12	1	0	0
10	16	0	2	0
100	4	4	2	5
10	17	0	1	1
10	16	0	1	1
10	12	1	1	0
10	12	1	0	1
10	16	0	1	1
10	12	0	1	1
10	16	0	1	1
10	12	0	1	0
10	12	0	1	0
10	16	0	1	1
10	12	0	1	1
10	16	1	1	0
10	12	1	0	1
10	17	0	2	0
10	12	1	0	1
100	4	74	2	5
10	17	0	1	0
10	12	1	0	1
10	17	0	2	0
10	17	0	1	1
10	17	1	1	0
100	5	4	2	4
10	17	0	1	1
10	12	1	0	1
10	17	1	1	1
10	12	0	1	0
10	13	0	1	0
10	13	0	1	1
100	5	4	1	5
10	13	1	0	1
10	13	0	1	0
10	17	0	2	0
10	17	0	2	0
100	5	4	1	4
10	17	1	1	0
10	17	0	1	1
10	17	0	1	1
10	17	0	2	0
10	17	1	1	0
10	13	1	1	0
10	17	0	1	0
10	17	0	2	0
10	13	0	1	0
10	17	1	1	0
10	17	0	2	0
10	17	0	1	1
10	18	0	2	0
10	17	0	1	1
100	5	4	2	5
10	18	0	2	0
10	13	0	1	0
10	17	0	1	1
10	18	0	2	0
10	18	0	2	0
100	5	5	1	5
10	13	0	1	1
10	18	0	1	1
10	13	0	1	0
10	18	0	2	0
10	18	0	1	1
10	18	0	1	1
10	18	1	1	0
10	18	0	1	0
10	18	0	1	1
10	18	1	1	0
10	18	0	2	0
10	18	0	1	0
10	13	0	2	0
10	13	0	1	1
10	13	1	1	0
10	13	0	1	0
10	14	1	1	0
10	14	0	1	0
10	14	0	1	1
10	14	0	1	0
100	1	5	1	6
10	14	1	1	0
10	14	1	1	0
100	1	4	0	5
10	18	1	1	0
10	18	1	1	0
100	1	5	0	5
10	18	0	2	0
10	18	0	2	0
10	18	1	1	0
10	18	0	1	1
100	1	4	1	4
10	18	0	1	0
10	18	0	2	0
100	1	4	1	4
10	18	0	1	1
10	18	1	1	0
100	1	4	1	4
10	14	0	1	1
10	14	0	1	0
10	14	1	1	0
100	1	4	1	4
10	14	0	1	0
10	14	0	2	0
10	14	0	1	0
100	1	4	0	5
10	15	0	1	0
10	15	0	1	1
10	15	0	1	1
100	1	4	0	5
10	15	0	1	0
10	15	0	1	0
100	1	4	0	5
10	18	0	1	1
10	18	0	1	1
100	1	4	0	5
100	1	4	0	5
100	1	4	0	7
100	1	4	0	6
100	2	5	0	5
100	1	4	0	5
100	2	4	1	5
100	1	4	0	5
100	2	4	1	5
100	1	4	0	5
100	2	5	0	5
100	1	5	0	5
100	2	5	0	5
100	1	4	0	5
100	2	5	0	5
100	1	4	0	5
100	1	4	0	5
100	2	4	1	4
100	1	4	0	5
100	2	5	0	5
100	1	4	0	5
100	2	5	0	5
100	1	4	0	5
100	2	5	0	5
100	2	4	1	4
100	2	4	0	5
100	2	4	0	5
100	2	4	1	5
100	2	4	0	5
100	2	4	1	5
100	2	4	0	5
100	3	4	1	4
100	2	4	1	5
100	3	5	1	5
100	2	4	1	5
100	2	5	0	5
100	3	4	1	5
100	2	4	0	5
100	3	4	1	5
100	2	4	1	4
100	3	4	1	5
100	2	4	1	5
100	3	4	1	5
100	2	4	1	5
100	3	4	1	5
100	2	4	1	5
100	3	4	1	5
100	2	4	0	5
100	3	4	1	4
100	3	5	1	4
100	3	4	1	5
100	3	4	1	5
100	3	4	0	5
100	3	4	1	5
10	15	0	1	0
100	3	4	1	5
10	15	0	2	0
10	15	0	1	0
100	5	5	1	6
100	3	6	1	6
10	15	0	1	0
100	4	4	2	5
10	15	1	1	0
100	3	4	1	5
10	15	1	1	0
100	5	4	2	5
100	4	5	1	5
10	15	0	1	1
100	3	4	1	5
10	15	0	1	1
10	16	1	1	1
10	16	0	1	0
100	4	4	2	5
100	5	4	2	5
100	3	5	0	5
10	16	0	2	0
10	16	1	1	0
10	16	1	1	0
100	4	4	2	4
100	3	5	1	5
10	16	1	1	0
100	5	5	2	5
10	16	1	1	0
100	3	5	0	5
10	16	0	2	0
100	4	4	1	5
10	16	0	1	0
100	3	4	1	6
100	5	4	2	5
10	16	1	1	0
10	16	0	2	0
100	4	4	2	5
100	3	5	0	5
10	16	0	2	0
100	5	4	2	5
10	17	0	1	1
100	3	4	1	5
100	4	4	1	5
10	17	0	1	1
10	17	1	1	0
10	17	0	1	1
100	4	5	1	5
100	4	4	2	5
10	17	0	2	0
100	5	5	1	5
10	17	0	1	1
10	17	0	1	1
100	4	4	1	5
10	17	0	2	0
100	5	4	2	5
100	4	4	1	5
100	4	5	1	5
10	17	0	2	0
100	4	5	1	5
10	17	0	2	0
100	4	4	1	6
100	6	4	2	5
100	4	4	2	5
100	4	5	1	5
100	4	5	1	5
100	6	5	1	13
100	4	10	1	5
100	4	4	2	4
10	17	0	1	1
100	4	4	1	5
100	5	5	1	5
100	4	4	1	5
10	17	1	1	1
100	6	4	2	5
100	5	4	2	5
100	4	4	1	5
100	6	4	2	5
100	4	4	1	5
100	5	5	1	5
100	4	4	1	5
10	17	0	2	0
100	5	4	2	5
100	4	4	2	5
100	6	5	2	5
100	5	4	2	5
10	18	0	1	1
100	4	4	2	5
10	18	0	2	0
100	5	5	1	5
10	18	1	1	1
100	5	5	2	5
10	18	0	2	0
100	5	5	1	5
100	5	5	1	5
10	18	0	1	1
100	5	4	4	5
100	5	4	2	5
100	6	4	1	4
10	18	0	1	1
100	5	4	3	5
100	5	4	2	5
10	18	0	1	1
100	5	4	3	5
100	5	4	2	5
10	18	1	1	0
100	5	4	3	5
10	18	0	1	1
100	5	4	2	5
10	18	0	1	0
100	5	4	1	4
10	18	0	2	0
100	5	4	4	4
10	18	1	1	0
100	6	4	2	5
100	5	4	2	5
100	6	5	3	5
100	1	4	1	5
100	5	5	3	5
100	6	5	1	5
100	6	5	4	5
100	5	4	4	4
100	1	4	1	5
100	1	4	1	4
100	6	4	3	5
100	6	4	2	5
100	5	4	4	5
100	6	5	3	5
100	1	4	0	5
100	1	4	0	5
100	5	4	3	5
100	1	4	1	4
100	6	4	4	5
100	1	4	0	5
100	6	4	4	5
100	6	4	3	5
100	1	4	1	4
100	6	4	4	5
100	6	4	4	5
100	1	4	1	5
100	6	4	3	5
100	1	3	1	4
100	1	4	0	5
100	6	4	4	5
100	6	4	4	5
100	6	5	2	4
100	1	4	1	4
100	6	4	4	5
100	1	4	0	5
100	6	4	3	5
100	2	5	0	5
100	6	4	4	5
100	6	5	3	5
100	2	4	1	4
100	6	4	4	5
100	6	4	4	5
100	2	5	1	5
100	6	4	3	5
100	2	5	1	5
100	6	4	4	5
100	6	4	4	4
100	2	4	0	5
100	6	4	2	5
100	6	4	4	5
100	6	4	4	5
100	6	4	2	5
100	2	4	1	5
100	6	5	3	5
100	7	5	4	5
100	2	5	1	5
100	6	4	4	4
100	2	4	1	5
100	7	4	5	5
100	6	4	4	5
100	2	4	1	5
100	7	5	4	5
100	7	4	4	5
100	7	4	4	5
100	7	4	4	5
100	7	4	119	43
100	7	4	4	4
100	7	4	4	5
100	7	4	4	5
100	7	5	4	5
100	7	4	4	4
100	7	4	4	5
100	7	4	5	5
100	7	4	4	5
100	8	4	5	5
100	7	5	4	50
100	8	5	4	4
100	8	4	5	5
100	8	4	5	5
100	8	4	5	4
100	8	4	5	5
100	8	4	5	5
100	8	5	5	5
100	7	4	5	5
100	8	4	5	5
100	8	4	5	4
100	8	4	5	5
100	8	4	5	5
100	7	4	73	4
100	8	4	5	5
100	7	5	4	5
100	9	11	6	4
100	9	5	5	5
100	9	4	5	5
100	9	4	6	5
100	9	4	5	5
100	9	4	2	5
100	9	5	3	5
100	7	66	65	5
100	2	5	1	6
100	2	4	2	5
100	2	4	1	5
100	3	4	2	5
100	7	4	5	5
100	9	4	4	5
100	3	4	2	5
100	3	4	2	5
100	3	4	2	5
100	9	4	6	5
100	3	4	2	5
100	7	67	4	5
100	3	4	2	5
100	7	4	4	5
100	9	4	6	5
100	7	5	4	5
100	7	5	4	5
100	9	4	6	5
100	3	4	2	5
100	7	5	4	5
100	3	4	2	5
100	9	5	5	5
100	7	5	4	5
100	7	4	5	4
100	3	4	2	5
100	10	4	6	5
100	7	4	5	4
100	3	4	2	5
100	3	4	2	5
100	10	5	6	5
100	10	4	6	5
100	3	38	4	36
100	10	4	6	5
100	10	5	6	4
100	3	5	2	5
100	10	4	7	5
100	4	4	2	12
100	4	4	3	5
100	4	5	2	5
100	4	4	3	4
100	4	4	3	5
100	4	4	3	4
100	4	4	2	5
100	4	4	2	5
100	4	4	3	4
100	4	4	2	5
100	4	4	2	11
100	7	4	635	6
100	4	5	2	5
100	5	4	3	5
100	5	4	3	5
100	5	5	3	5
100	5	4	3	5
100	5	4	3	5
100	5	4	3	5
100	5	4	3	5
100	5	4	3	5
100	5	4	3	5
100	5	5	3	4
100	5	4	3	5
100	5	4	4	4
100	5	4	3	5
100	6	4	4	4
100	6	4	4	5
100	6	4	4	5
100	6	4	4	5
100	6	5	3	5
100	6	4	3	5
100	6	4	3	5
100	6	5	3	5
100	6	5	3	5
100	6	5	3	5
100	6	4	4	4
100	6	4	4	5
100	7	4	5	4
100	7	4	4	5
100	7	4	4	5
100	7	4	5	4
100	7	4	4	5
100	7	5	4	5
100	7	4	4	5
100	7	4	5	4
100	7	4	4	5
100	7	4	4	5
100	7	4	4	5
100	7	4	4	5
100	7	4	4	5
100	8	4	5	5
100	8	4	5	5
100	8	4	5	5
100	8	4	5	5
100	8	4	5	15
100	8	4	5	5
100	8	4	5	5
100	8	4	5	5
100	8	4	5	4
100	10	4	6	5
100	10	4	6	5
100	10	4	6	5
100	10	4	6	5
100	10	4	6	4
100	10	4	6	5
100	10	4	6	4
100	11	4	6	5
100	8	4	5	4
100	11	4	7	4
100	11	5	6	5
100	8	5	5	6
100	11	4	7	5
100	8	4	5	5
100	8	4	111	139
100	8	5	5	6
100	8	4	5	5
100	8	4	5	5
100	11	21	7	5
100	9	4	175	27
100	11	12	7	57
100	11	4	7	5
100	9	91	5	5
100	9	4	5	5
100	7	5	4	2790
100	11	4	7	5
100	7	5	4	5
100	9	5	5	5
100	7	4	4	5
100	11	5	6	5
100	7	4	5	4
100	11	4	31	5
100	7	5	4	5
100	9	4	5	5
100	7	62	4	5
100	7	4	5	5
100	8	4	5	5
100	8	4	5	5
100	11	36	26	5
100	8	4	5	5
100	8	5	4	5
100	8	4	5	5
100	8	4	5	6
100	8	4	5	5
100	11	35	57	24
100	8	4	5	5
100	8	4	4	5
100	8	4	5	5
100	8	4	5	4
100	9	5	5	6
100	9	4	5	5
100	9	4	6	5
100	9	4	5	5
100	9	4	5	5
100	9	4	5	5
100	9	4	5	5
100	9	5	5	6
100	10	4	6	5
100	10	5	6	4
100	10	4	6	5
100	10	4	6	4
100	10	4	6	5
100	10	4	6	5
100	10	4	6	5
100	10	4	5	5
100	10	4	6	4
100	8	5	5	5
100	9	5	5	5
100	12	99	2	19
100	10	4	138	4
100	9	4	24	5
100	10	4	6	5
100	8	6	4	6
100	12	4	4	5
100	8	5	2	5
100	12	5	3	6
100	10	4	6	5
100	8	4	2	5
100	8	5	1	6
100	9	5	6	5
100	12	5	3	5
100	8	4	2	5
100	9	4	6	4
100	9	5	5	5
100	12	5	4	6
100	8	4	3	6
100	9	4	6	5
100	11	4	6	5
100	8	4	3	5
100	11	4	7	5
100	8	4	2	5
100	11	4	7	5
100	8	4	2	5
100	11	4	7	5
100	9	5	5	5
100	11	5	6	5
100	11	4	6	5
100	9	31	5	5
100	9	4	6	5
100	12	5	3	6
100	11	4	7	5
100	9	4	6	5
100	12	4	4	5
100	9	5	5	5
100	11	4	7	5
100	12	4	7	5
100	11	4	7	5
100	9	4	17	5
100	9	4	6	5
100	11	4	7	5
100	9	4	5	5
100	11	4	7	5
100	9	4	5	5
100	11	4	6	5
100	9	5	5	5
100	11	5	6	5
100	9	4	6	5
100	12	4	7	5
100	9	4	5	6
100	12	5	7	5
100	9	4	6	5
100	9	4	6	5
100	12	4	8	5
100	10	4	6	5
100	12	5	7	5
100	10	4	6	5
100	12	4	8	4
100	10	4	6	5
100	9	4	5	6
100	12	4	8	5
100	10	4	6	5
100	9	4	6	4
100	10	4	7	4
100	12	4	8	5
100	9	5	5	5
100	10	5	6	5
100	12	4	7	5
100	9	4	5	5
100	10	4	7	4
100	9	4	6	5
100	10	4	6	5
100	12	4	8	5
100	10	4	6	5
100	10	5	6	5
100	12	5	7	5
100	10	4	6	5
100	10	4	6	5
100	10	4	6	5
100	10	4	6	5
100	10	5	6	5
100	12	4	8	5
100	10	4	6	5
100	10	4	7	5
100	10	4	6	6
100	12	4	8	5
100	11	5	6	5
100	10	5	6	5
100	13	5	8	5
100	11	5	6	5
100	10	4	7	5
100	12	4	8	5
100	10	4	6	5
100	13	5	8	5
100	11	97	7	5
100	11	17	6	5
100	10	4	6	5
100	13	5	3	5
100	11	5	7	4
100	10	4	6	5
100	12	4	5	5
100	10	4	7	5
100	11	4	7	5
100	10	4	6	6
100	11	4	6	5
100	12	4	7	5
100	11	4	7	5
100	13	4	8	5
100	11	5	7	5
100	11	4	7	5
100	12	5	7	5
100	11	4	7	5
100	11	5	7	5
100	11	5	6	5
100	12	4	8	5
100	13	4	8	4
100	13	4	8	5
100	13	4	8	5
100	13	5	7	4
100	13	5	8	6
100	13	4	8	5
100	13	5	7	5
100	13	5	7	5
100	13	4	8	5
100	13	4	8	5
100	13	4	8	5
100	13	5	8	4
100	13	4	8	4
100	13	4	8	5
100	13	4	8	4
100	13	4	8	5
100	13	4	7	5
100	13	4	7	5
100	13	5	7	5
100	13	4	8	5
100	14	4	9	5
100	13	4	8	4
100	14	4	9	4
100	14	4	9	4
100	14	4	9	5
100	14	4	8	5
100	14	4	8	5
100	14	4	8	5
100	14	4	9	5
100	14	4	9	4
100	14	4	8	5
100	14	4	8	5
100	14	5	8	5
100	14	4	8	5
100	14	4	8	5
100	14	4	9	5
100	14	4	9	5
100	14	4	9	5
100	14	4	9	5
100	14	4	8	5
100	14	5	8	5
100	14	4	9	5
100	14	4	9	5
100	14	4	8	5
100	14	4	9	5
100	11	4	7	5
100	11	4	6	5
100	15	4	9	5
100	11	4	7	2091
100	11	5	3	6
100	11	4	7	5
100	15	4	9	5
100	12	4	4	5
100	15	5	9	5
100	14	4	9	5
100	12	4	5	5
100	12	5	7	6
100	15	5	9	5
100	15	4	9	5
100	11	4	7	5
100	15	4	10	5
100	12	4	8	5
100	11	4	7	5
100	15	4	10	4
100	12	5	7	5
100	15	5	9	6
100	11	4	6	5
100	12	5	7	6
100	11	4	7	5
100	15	5	10	5
100	11	5	7	5
100	12	4	8	5
100	15	5	9	5
100	11	5	6	6
100	12	5	8	5
100	11	4	7	5
100	12	5	7	5
100	12	4	7	5
100	12	4	8	5
100	12	4	7	5
100	12	5	7	5
100	12	4	7	5
100	12	4	7	5
100	12	5	7	5
100	15	5	762	6
100	12	26	7	5
100	15	5	10	5
100	13	5	3	6
100	15	4	10	5
100	15	5	9	5
100	12	71	16	6
100	15	4	9	5
100	12	4	63	5
100	15	4	9	6
100	15	4	9	5
100	15	4	9	5
100	15	4	9	5
100	12	26	7	5
100	13	5	3	5
100	15	5	9	4
100	13	5	6	5
100	12	4	7	5
100	16	4	10	4
100	12	5	25	6
100	15	5	9	5
100	16	5	9	4
100	13	5	8	5
100	12	5	7	6
100	15	4	9	5
100	13	5	8	5
100	15	4	9	6
100	12	5	7	5
100	16	4	10	5
100	15	5	9	5
100	12	4	7	45
100	13	4	8	6
100	15	5	9	5
100	16	4	10	4
100	16	26	10	5
100	16	4	10	5
100	13	5	8	5
100	13	4	8	5
100	16	5	9	5
100	13	4	8	5
100	16	4	10	5
100	13	5	8	5
100	16	4	10	5
100	13	4	7	5
100	16	4	9	5
100	13	4	8	5
100	16	4	10	5
100	16	4	9	16
100	16	4	10	5
100	16	4	10	4
100	16	5	9	5
100	17	4	10	5
100	17	4	10	5
100	17	4	10	5
100	13	4	9	5
100	17	4	11	4
100	13	4	8	5
100	17	4	10	4
100	17	4	11	4
100	16	4	10	6
100	14	5	8	6
100	13	5	8	5
100	17	4	11	5
100	14	5	8	6
100	13	5	7	6
100	17	5	13	5
100	14	4	9	5
100	13	4	8	5
100	17	8	10	5
100	14	4	16	5
100	13	5	7	5
100	16	32	9	6
100	17	4	10	5
100	17	4	10	5
100	16	7	10	7
100	13	5	8	6
100	13	4	8	4
100	14	6	9	30
100	13	4	8	4
100	17	6	5	6
100	13	4	8	5
100	13	4	8	5
100	17	4	7	5
100	16	4	10	5
100	16	4	10	5
100	18	4	12	5
100	16	4	10	5
100	16	4	9	6
100	18	5	11	5
100	16	4	10	5
100	16	5	9	5
100	18	4	11	5
100	16	4	10	5
100	13	4	8	5
100	17	15	10	5
100	18	4	11	5
100	17	4	10	5
100	13	4	8	5
100	18	5	11	5
100	14	4	12	5
100	17	5	92	5
100	18	4	11	6
100	14	5	8	5
100	14	5	9	6
100	14	5	8	5
100	14	4	8	5
100	14	4	8	5
100	18	4	47	5
100	14	5	8	5
100	14	4	9	5
100	14	4	9	5
100	18	4	11	5
100	18	4	11	4
100	17	4	11	5
100	17	4	11	6
100	14	5	8	5
100	17	5	10	5
100	14	5	8	5
100	17	4	10	5
100	15	4	9	5
100	14	5	9	5
100	15	5	8	5
100	14	5	8	5
100	15	4	9	5
100	14	4	9	4
100	15	4	9	5
100	14	4	8	5
100	15	4	9	5
100	14	4	8	4
100	15	4	9	4
100	14	4	8	5
100	15	4	9	5
100	14	20	9	5
100	18	6	11	6
100	14	4	9	4
100	18	4	11	5
100	14	4	8	5
100	15	4	9	5
100	18	4	10	6
100	15	4	9	5
100	15	4	10	4
100	15	3	9	5
100	15	4	9	5
1000	1	63	3	55
100	15	4	9	5
100	15	4	9	4
100	15	4	9	5
1000	1	46	3	51
100	15	4	9	4
100	15	4	8	5
100	15	5	8	5
100	15	5	9	4
1000	1	45	3	50
100	15	4	9	5
100	16	4	9	5
100	16	5	9	5
1000	1	45	3	50
100	16	4	10	4
100	16	4	9	4
100	16	4	10	5
1000	1	46	3	56
100	16	4	10	5
100	15	5	4	5
100	15	4	4	5
100	17	5	10	5
1000	1	46	3	49
100	15	4	6	5
1000	1	46	3	49
100	15	4	9	5
100	17	5	13	5
1000	1	45	3	49
100	17	27	11	5
100	17	4	10	5
1000	1	44	3	49
100	17	4	10	5
100	15	5	63	5
100	16	6	5	6
100	18	5	11	5
100	16	5	5	5
100	16	5	9	10
1000	1	59	4	67
100	16	4	5	4
100	16	5	10	5
100	16	4	9	6
100	16	4	14	5
1000	1	46	4	71
100	16	4	10	5
100	16	4	10	5
100	18	5	11	5
1000	1	106	3	50
100	16	5	13	31
100	18	4	11	5
100	16	5	10	5
100	16	4	10	5
1000	1	46	2	50
100	16	4	12	5
100	18	12	11	6
100	16	4	10	5
100	16	4	10	5
1000	2	57	6	60
100	16	4	10	5
100	18	4	11	5
100	18	4	11	5
1000	2	56	6	60
100	18	4	11	5
100	16	5	53	5
100	18	5	10	5
100	16	4	10	5
100	18	4	11	5
100	16	4	10	5
100	18	4	11	5
1000	2	57	6	60
100	18	4	11	5
100	17	61	28	5
100	18	4	11	5
100	17	4	10	5
100	17	4	10	5
1000	2	57	6	60
100	18	5	11	5
100	17	4	14	4
1000	2	56	6	59
100	17	4	11	4
1000	1	49	7	51
100	17	4	10	5
1000	2	56	6	80
100	17	4	11	4
100	17	4	10	5
1000	1	45	7	49
1000	2	56	5	60
100	17	4	10	5
100	17	5	5	9
100	17	4	11	4
100	17	5	10	5
1000	2	56	6	60
1000	1	45	3	185
100	17	4	10	5
1000	2	84	6	60
100	17	4	7	5
100	17	5	10	5
1000	1	47	6	49
100	18	4	11	5
1000	2	59	6	59
100	17	5	10	6
100	18	4	11	5
100	17	4	10	6
100	17	4	10	5
1000	2	56	6	59
100	17	4	10	5
100	18	4	11	5
1000	1	46	6	49
100	18	5	23	5
100	17	4	10	6
1000	2	134	6	61
100	17	5	10	5
100	18	4	11	5
100	18	5	11	5
100	18	5	11	5
1000	1	45	7	49
100	18	4	11	5
1000	3	58	8	63
100	18	4	11	4
1000	1	45	6	48
100	17	4	10	6
100	17	5	10	5
100	17	4	10	5
1000	3	59	9	62
100	17	4	10	5
100	18	4	11	5
100	18	5	11	4
1000	1	46	6	49
1000	3	59	9	62
100	18	142	5	6
100	18	4	10	5
1000	1	46	6	49
1000	1	45	6	49
100	18	5	11	5
1000	3	59	9	63
1000	1	45	6	49
100	18	4	11	6
100	18	5	13	5
1000	3	59	9	62
1000	1	45	3	49
1000	1	48	3	58
1000	2	56	6	60
1000	1	46	3	135
1000	2	55	6	59
1000	1	46	3	49
1000	3	58	320	63
1000	1	46	3	50
1000	2	55	7	59
1000	3	60	9	63
1000	1	45	4	49
1000	2	56	6	60
1000	1	54	3	186
1000	3	71	9	70
1000	2	57	5	60
1000	1	45	3	49
100	18	5	12	5
1000	1	74	3	118
100	18	5	11	5
1000	2	148	6	67
100	18	5	11	5
100	18	4	11	5
1000	1	46	3	56
1000	3	322	9	64
100	18	5	11	5
1000	1	45	3	49
100	18	4	16	5
1000	2	57	6	60
1000	1	46	3	49
100	18	4	18	5
1000	3	58	9	63
100	18	4	11	5
1000	2	56	6	60
100	18	5	11	5
1000	1	53	3	56
1000	3	59	9	63
1000	2	56	6	60
1000	2	56	6	68
1000	3	58	9	62
1000	2	57	5	60
1000	2	56	5	67
1000	3	58	13	63
1000	2	56	5	60
