n	m	quicksort	ordenacao digital	insertion sort
1000	2	56	6	66
1000	1	49	6	774
1000	4	59	24	62
1000	2	56	5	60
1000	2	56	6	67
1000	1	47	3	51
1000	4	58	24	62
1000	2	72	5	64
1000	2	132	7	60
1000	1	46	3	50
1000	4	59	23	62
1000	3	59	8	63
1000	2	57	6	74
1000	1	46	3	65
1000	4	60	12	62
1000	3	75	9	62
1000	1	54	3	48
1000	2	57	5	61
1000	3	59	9	62
1000	4	59	11	63
1000	2	57	5	76
1000	4	58	12	62
1000	3	58	8	176
1000	1	140	3	49
1000	4	59	24	62
1000	3	58	9	62
1000	1	45	3	50
1000	3	58	8	62
1000	4	116	24	63
1000	3	59	9	63
1000	2	57	6	95
1000	4	59	24	62
1000	3	69	9	63
1000	4	58	24	62
1000	3	59	9	62
1000	2	57	6	87
1000	4	59	24	62
1000	3	59	8	63
1000	2	56	6	60
1000	4	59	23	62
1000	3	58	9	62
1000	2	56	6	86
1000	5	59	29	63
1000	3	58	9	63
1000	2	81	6	60
1000	5	58	30	62
1000	4	455	13	63
1000	5	59	29	63
1000	3	211	10	93
1000	4	58	15	62
1000	5	59	30	62
1000	3	69	9	67
1000	4	59	24	62
1000	5	58	30	62
1000	4	59	24	63
1000	3	62	9	96
1000	4	58	24	126
1000	5	60	30	63
1000	3	59	9	66
1000	4	59	24	63
1000	5	58	30	63
1000	4	59	23	62
1000	5	65	30	63
1000	3	60	11	64
1000	4	59	24	62
1000	5	66	30	62
1000	3	59	10	63
1000	4	59	24	62
1000	5	59	30	75
1000	5	59	30	63
1000	3	198	9	67
1000	5	58	30	62
1000	1	93	3	58
1000	5	58	30	61
1000	1	46	2	49
1000	1	49	3	109
1000	6	58	42	63
1000	4	1377	18	247
1000	1	45	3	50
1000	1	45	4	49
1000	4	59	12	62
1000	6	59	23	62
1000	1	45	2	58
1000	2	56	6	115
1000	3	81	18	62
1000	2	57	5	60
1000	3	58	18	62
1000	2	55	6	60
1000	3	57	18	62
1000	2	56	6	60
1000	3	59	17	62
1000	2	55	6	60
1000	3	58	18	62
1000	2	55	6	59
1000	2	56	6	104
1000	4	61	12	64
1000	4	58	23	63
1000	2	57	5	60
1000	6	60	35	64
1000	2	56	7	60
1000	4	59	24	64
1000	6	59	63	62
1000	2	63	6	85
1000	2	57	7	60
1000	4	60	12	64
1000	2	56	5	68
1000	5	60	29	398
1000	6	59	19	64
1000	3	59	9	63
1000	4	60	11	64
1000	5	59	15	95
1000	6	58	18	63
1000	5	59	15	69
1000	3	59	578	83
1000	6	62	23	62
1000	4	68	12	70
1000	5	59	15	63
1000	3	59	9	63
1000	4	59	12	63
1000	6	58	36	62
1000	3	64	9	62
1000	5	59	14	63
1000	4	59	25	64
1000	6	59	36	62
1000	5	59	14	156
1000	4	74	13	153
1000	5	59	14	62
1000	3	59	9	125
1000	4	70	12	66
1000	3	81	9	63
1000	5	60	15	62
1000	6	67	22	64
1000	4	59	15	63
1000	3	59	9	65
1000	5	59	17	63
1000	4	143	12	62
1000	6	59	17	63
1000	3	59	9	75
1000	3	59	10	68
1000	6	169	24	63
1000	3	76	9	72
1000	4	348	13	67
1000	3	62	9	70
1000	7	71	45	64
1000	3	58	9	71
1000	4	59	12	64
1000	3	60	9	64
1000	4	59	12	63
1000	5	60	15	63
1000	4	60	12	63
1000	7	70	31	70
1000	5	59	15	62
1000	4	59	24	63
1000	5	60	14	62
1000	4	59	24	63
1000	7	59	28	62
1000	5	92	15	62
1000	4	63	24	62
1000	7	60	21	62
1000	5	58	16	69
1000	4	59	24	72
1000	7	58	33	62
1000	5	59	15	63
1000	5	554	15	1622
1000	4	63	23	407
1000	5	58	15	63
1000	4	59	31	64
1000	7	62	20	98
1000	6	60	19	63
1000	5	59	15	63
1000	6	59	36	62
1000	4	60	24	104
1000	7	60	23	63
1000	4	59	24	63
1000	6	59	36	63
1000	7	106	84	63
1000	7	58	42	62
1000	6	59	36	63
1000	4	59	24	879
1000	7	59	30	63
1000	6	58	65	62
1000	4	60	12	63
1000	7	67	42	63
1000	6	59	18	63
1000	4	59	11	63
1000	5	59	15	63
1000	6	60	18	63
1000	7	62	21	66
1000	6	58	18	62
1000	5	60	15	62
1000	6	85	20	63
1000	7	64	30	69
1000	5	66	15	131
1000	6	104	36	63
1000	8	61	32	64
1000	6	58	18	63
1000	5	528	15	63
1000	8	144	47	62
1000	6	183	18	63
1000	6	58	30	62
1000	5	60	15	76
1000	5	61	15	64
1000	5	58	15	70
1000	5	59	15	63
1000	5	59	15	76
1000	5	58	15	63
1000	7	60	41	63
1000	5	58	15	72
1000	5	60	14	64
1000	5	60	15	62
1000	5	60	16	63
1000	8	61	36	67
1000	7	60	41	63
1000	5	59	15	62
1000	5	59	15	76
1000	7	60	21	63
1000	8	61	34	64
1000	6	59	25	62
1000	7	58	25	63
1000	5	60	14	64
1000	7	58	21	62
1000	6	60	18	148
1000	5	60	14	63
1000	7	60	21	63
1000	6	60	18	63
1000	8	63	29	358
1000	5	59	15	63
1000	6	60	43	63
1000	7	60	21	118
1000	6	66	18	63
1000	8	59	24	402
1000	7	59	21	63
1000	6	59	17	63
1000	6	59	35	64
1000	8	58	24	63
1000	7	59	23	63
1000	6	58	18	79
1000	6	59	18	63
1000	8	60	24	64
1000	6	59	18	63
1000	6	58	18	63
1000	7	60	26	63
1000	6	59	18	63
1000	7	58	41	62
1000	6	59	18	63
1000	6	59	18	63
1000	6	59	35	70
1000	8	199	25	1431
1000	7	58	42	793
1000	6	59	18	63
1000	6	59	18	62
1000	8	62	30	66
1000	6	59	35	71
1000	8	64	25	62
1000	6	59	36	64
1000	8	143	25	63
1000	8	74	29	64
1000	6	127	36	67
1000	8	59	48	63
1000	6	60	36	64
1000	8	59	53	67
1000	6	60	18	1042
1000	6	60	35	64
1000	9	60	38	63
1000	6	60	17	63
1000	9	61	54	62
1000	6	60	18	63
1000	9	59	53	63
1000	7	59	21	63
1000	7	59	24	62
1000	9	59	53	62
1000	7	62	66	64
1000	9	59	54	63
1000	8	61	24	64
1000	7	61	21	1010
1000	8	60	38	63
1000	9	59	53	63
1000	7	60	21	64
1000	7	59	21	64
1000	8	59	24	69
1000	8	59	24	62
1000	7	60	21	473
1000	7	63	45	63
1000	8	60	27	64
1000	9	60	54	64
1000	7	59	24	63
1000	7	1062	26	64
1000	8	59	24	63
1000	9	67	27	106
1000	7	60	21	63
1000	7	75	22	63
1000	8	61	38	63
1000	9	59	36	64
1000	7	76	21	69
1000	8	76	52	62
1000	7	59	20	64
1000	7	60	20	64
1000	9	59	54	63
1000	8	59	27	67
1000	7	128	22	62
1000	7	60	21	64
1000	9	60	27	63
1000	8	60	24	62
1000	7	59	21	61
1000	7	104	21	63
1000	9	59	53	64
1000	9	92	54	63
1000	7	68	21	66
1000	9	59	54	63
1000	7	60	21	63
1000	9	60	57	64
1000	7	60	27	63
1000	7	59	22	63
1000	9	60	54	63
1000	10	126	60	63
1000	8	75	23	63
1000	9	59	54	78
1000	10	60	41	63
1000	7	61	33	73
1000	10	59	59	63
1000	9	60	105	63
1000	8	1202	28	64
1000	9	60	33	62
1000	7	929	23	67
1000	8	59	24	64
1000	10	60	59	63
1000	9	59	29	63
1000	8	59	24	63
1000	9	58	27	63
1000	8	61	25	64
1000	10	60	42	69
1000	9	59	39	62
1000	8	60	48	63
1000	8	61	48	63
1000	10	59	66	136
1000	9	58	53	62
1000	8	60	47	64
1000	8	58	24	62
1000	10	60	60	63
1000	8	71	24	66
1000	8	58	24	62
1000	9	59	38	62
1000	10	60	59	64
1000	10	60	59	63
1000	8	61	47	99
1000	8	61	48	63
1000	8	58	47	62
1000	8	59	48	63
1000	9	60	53	71
1000	8	58	47	295
1000	10	58	59	62
1000	8	59	47	63
1000	10	59	59	62
1000	8	58	48	63
1000	8	1384	97	62
1000	8	59	48	96
1000	10	61	136	63
1000	10	64	47	1493
1000	8	59	47	63
1000	10	60	59	63
1000	10	59	59	63
1000	8	61	24	63
1000	9	59	54	63
1000	10	123	40	64
1000	11	63	69	63
1000	8	60	24	63
1000	9	59	27	62
1000	8	59	36	63
1000	10	59	60	69
1000	9	64	27	63
1000	11	59	41	64
1000	8	103	48	63
1000	9	60	26	63
1000	10	60	60	63
1000	11	61	65	64
1000	9	60	30	63
1000	10	60	45	69
1000	11	60	44	64
1000	9	58	54	62
1000	11	60	66	63
1000	10	60	45	64
1000	9	272	53	63
1000	9	59	28	65
1000	11	58	51	62
1000	10	245	39	79
1000	9	475	53	63
1000	9	111	27	138
1000	10	60	37	63
1000	11	59	65	63
1000	9	59	26	63
1000	10	60	59	62
1000	9	59	27	64
1000	9	59	27	101
1000	10	59	63	65
1000	9	59	54	63
1000	9	59	27	63
1000	11	59	65	63
1000	10	59	62	67
1000	11	61	65	63
1000	11	59	65	63
1000	11	60	36	63
1000	9	60	27	63
1000	11	59	93	66
1000	11	59	65	64
1000	9	60	27	63
1000	11	60	78	80
1000	11	60	65	64
1000	9	58	26	63
1000	9	60	53	63
1000	11	60	49	62
1000	9	59	28	63
1000	9	93	27	63
1000	11	59	45	63
1000	9	59	27	63
1000	12	60	71	64
1000	11	59	41	63
1000	9	60	26	62
1000	9	59	27	64
1000	11	60	65	64
1000	12	59	54	63
1000	9	62	29	70
1000	11	73	65	63
1000	10	60	42	64
1000	11	60	50	63
1000	10	58	59	62
1000	11	59	65	62
1000	10	58	59	62
1000	11	58	125	62
1000	10	60	30	65
1000	12	60	72	65
1000	11	76	46	64
1000	10	59	30	63
1000	10	61	30	95
1000	12	59	71	63
1000	11	59	44	63
1000	10	61	29	65
1000	10	60	30	64
1000	10	59	60	63
1000	10	60	30	65
1000	12	66	57	140
1000	12	73	54	253
1000	10	181	60	92
1000	12	61	72	63
1000	10	60	33	64
1000	12	60	45	64
1000	10	61	29	114
1000	10	60	33	64
1000	12	60	71	64
1000	12	60	72	63
1000	10	60	30	63
1000	10	60	59	64
1000	12	60	71	63
1000	10	81	31	69
1000	10	61	38	65
1000	10	86	59	63
1000	10	58	59	63
1000	11	59	65	62
1000	10	58	59	62
1000	12	60	54	85
1000	12	60	71	63
1000	10	59	60	63
1000	11	62	34	66
1000	12	59	73	62
1000	10	83	104	64
1000	12	62	72	62
1000	11	607	34	65
1000	10	60	59	87
1000	11	62	33	67
1000	12	60	45	64
1000	12	59	71	64
1000	10	62	60	63
1000	11	58	32	64
1000	12	59	52	64
1000	11	60	65	64
1000	11	67	50	63
1000	13	60	77	63
1000	11	61	33	63
1000	11	59	39	63
1000	12	69	118	123
1000	13	59	57	63
1000	11	60	33	63
1000	11	59	39	64
1000	11	59	42	63
1000	12	60	47	64
1000	13	59	77	65
1000	11	59	65	254
1000	11	61	65	65
1000	11	60	68	305
1000	11	112	66	62
1000	11	60	33	64
1000	12	60	56	63
1000	13	60	77	64
1000	11	60	47	64
1000	11	59	33	63
1000	13	59	77	64
1000	11	105	33	64
1000	12	60	77	63
1000	11	61	44	65
1000	12	60	36	63
1000	13	60	51	64
1000	11	60	66	64
1000	12	59	45	64
1000	13	60	78	64
1000	12	60	71	64
1000	13	61	56	91
1000	12	59	53	66
1000	11	60	33	70
1000	13	60	76	100
1000	12	59	184	63
1000	13	60	77	82
1000	12	61	53	64
1000	11	59	65	62
1000	12	74	71	64
1000	13	60	48	63
1000	13	59	79	72
1000	12	969	75	62
1000	13	61	45	69
1000	11	62	36	65
1000	12	61	72	65
1000	12	60	44	64
1000	12	60	71	62
1000	13	60	56	64
1000	13	60	69	63
1000	12	59	71	63
1000	12	59	71	62
1000	13	60	77	63
1000	12	58	71	62
1000	12	59	71	64
1000	14	59	83	63
1000	13	60	59	63
1000	12	61	39	74
1000	13	60	77	64
1000	14	59	87	63
1000	12	59	39	63
1000	14	60	50	63
1000	12	61	45	64
1000	13	59	2111	64
1000	14	59	83	63
1000	12	82	36	65
1000	14	60	83	64
1000	13	59	100	62
1000	12	63	44	63
1000	13	60	56	62
1000	14	59	83	63
1000	13	59	77	62
1000	13	61	80	62
1000	13	59	56	62
1000	12	61	36	65
1000	13	59	45	63
1000	12	60	35	80
1000	13	59	77	63
1000	12	60	36	63
1000	14	58	83	63
1000	13	59	76	62
1000	13	59	59	65
1000	12	60	47	64
1000	14	62	66	157
1000	13	61	60	63
1000	12	60	51	63
1000	14	60	69	63
1000	13	59	49	64
1000	13	60	39	64
1000	12	60	37	63
1000	13	61	39	74
1000	14	61	89	70
1000	14	61	60	64
1000	12	89	44	64
1000	13	60	77	63
1000	14	66	109	81
1000	12	59	71	63
1000	13	62	53	66
1000	14	60	57	63
1000	13	60	43	63
1000	14	60	83	63
1000	13	60	39	64
1000	13	59	45	62
1000	14	62	53	66
1000	13	62	76	78
1000	13	59	40	63
1000	14	59	83	64
1000	13	64	61	67
1000	15	60	69	64
1000	13	61	47	64
1000	14	59	84	64
1000	15	60	97	65
1000	13	66	77	63
1000	14	59	63	63
1000	14	60	50	69
1000	14	60	83	63
1000	15	60	79	63
1000	13	78	47	64
1000	14	60	83	62
1000	14	61	64	64
1000	13	60	77	64
1000	15	60	89	63
1000	14	85	83	63
1000	13	489	78	64
1000	15	60	91	73
1000	14	60	62	63
1000	14	61	54	134
1000	15	61	63	63
1000	14	60	90	64
1000	13	61	39	65
1000	14	60	102	76
1000	14	61	65	64
1000	15	64	51	67
1000	13	60	51	63
1000	14	60	83	64
1000	15	59	89	64
1000	15	60	68	64
1000	15	59	89	63
1000	15	60	89	67
1000	13	59	40	72
1000	15	65	89	275
1000	15	59	78	63
1000	13	72	76	64
1000	14	60	56	64
1000	15	60	60	63
1000	15	61	71	63
1000	13	63	80	63
1000	15	59	89	63
1000	14	62	43	64
1000	14	61	95	63
1000	14	60	48	63
1000	15	62	79	65
1000	15	60	89	63
1000	14	60	83	63
1000	14	60	56	64
1000	14	65	50	64
1000	16	60	80	63
1000	15	80	65	64
1000	14	59	83	64
1000	14	66	120	63
1000	16	61	74	120
1000	15	60	89	63
1000	14	60	83	62
1000	15	60	89	63
1000	16	59	95	407
1000	14	60	83	63
1000	15	60	88	63
1000	16	69	80	105
1000	14	62	83	63
1000	15	60	68	64
1000	16	60	95	63
1000	15	61	91	62
1000	14	60	84	64
1000	14	62	53	63
1000	15	61	89	64
1000	14	61	42	64
1000	14	65	49	421
1000	14	59	51	63
1000	16	79	95	63
1000	15	59	54	65
1000	16	58	95	63
1000	16	59	114	114
1000	14	115	51	64
1000	15	60	91	87
1000	16	61	63	78
1000	16	61	148	116
1000	14	60	145	64
1000	15	281	65	63
1000	16	59	76	64
1000	16	61	94	63
1000	14	60	53	63
1000	15	59	89	64
1000	16	60	95	63
1000	14	62	57	63
1000	16	58	75	62
1000	15	59	57	63
1000	16	60	94	64
1000	15	117	45	65
1000	16	62	68	66
1000	15	93	51	63
1000	16	60	95	63
1000	15	59	152	189
1000	15	60	89	86
1000	16	61	94	65
1000	15	62	45	63
1000	16	62	83	63
1000	15	60	62	63
1000	15	59	45	63
1000	17	61	87	64
1000	16	60	89	63
1000	15	60	65	63
1000	17	98	83	64
1000	15	60	88	63
1000	15	59	78	63
1000	15	60	53	64
1000	16	58	78	62
1000	16	59	94	63
1000	16	61	98	65
1000	16	59	95	63
1000	17	61	80	65
1000	15	60	56	63
1000	16	58	94	72
1000	16	61	57	66
1000	17	59	72	64
1000	15	60	113	63
1000	16	61	96	63
1000	17	60	80	64
1000	16	82	94	67
1000	16	61	48	62
1000	15	61	65	64
1000	16	59	193	64
1000	17	60	85	63
1000	16	785	96	63
1000	16	60	48	63
1000	15	61	54	65
1000	17	70	176	64
1000	16	58	60	64
1000	17	71	68	66
1000	17	60	100	63
1000	15	60	45	64
1000	15	61	63	63
1000	17	358	123	65
1000	17	60	237	245
1000	15	61	51	65
1000	17	62	236	64
1000	16	62	71	96
1000	15	60	89	63
1000	17	60	83	92
1000	16	59	65	63
1000	17	61	77	64
1000	17	118	101	63
1000	16	60	187	64
1000	15	65	89	63
1000	17	60	77	63
1000	17	60	74	63
1000	16	59	95	63
1000	16	553	57	68
1000	17	62	87	64
1000	17	60	101	64
1000	17	60	86	64
1000	16	64	72	66
1000	18	60	92	63
1000	17	60	100	64
1000	17	59	126	63
1000	16	59	97	303
1000	17	61	72	64
1000	17	60	120	90
1000	16	62	95	63
1000	17	60	101	62
1000	17	60	127	68
1000	18	60	81	194
1000	16	61	95	63
1000	17	59	89	63
1000	17	60	68	64
1000	16	62	63	64
1000	17	61	60	64
1000	16	63	58	66
1000	16	60	95	63
1000	17	59	75	63
1000	18	60	107	64
1000	17	61	100	64
1000	18	65	78	68
1000	17	68	52	64
1000	16	61	65	64
1000	17	60	88	67
1000	18	61	107	63
1000	17	60	52	65
1000	16	60	56	64
1000	18	62	1128	67
1000	18	60	74	64
1000	17	60	69	62
1000	16	60	54	64
1000	18	60	91	64
1000	17	60	100	65
1000	18	60	94	67
1000	16	60	94	62
1000	17	64	100	64
1000	18	64	79	65
1000	18	60	96	64
1000	16	59	95	64
1000	17	62	51	63
1000	18	103	106	64
1000	18	72	1004	64
1000	17	59	66	63
1000	18	197	306	66
1000	18	61	90	63
1000	17	61	52	64
1000	18	60	107	64
1000	18	60	86	64
1000	18	60	72	67
1000	17	102	53	65
1000	18	61	147	83
1000	18	59	380	418
1000	17	60	68	64
1000	18	60	85	64
1000	18	97	81	149
1000	18	79	306	151
1000	17	186	70	63
1000	18	224	77	64
10000	1	584	44	532
1000	17	82	75	64
1000	18	63	83	88
1000	18	71	81	72
1000	17	60	68	111
1000	18	59	119	64
1000	17	60	101	64
1000	18	60	69	64
10000	1	535	60	1218
1000	17	60	75	65
1000	18	62	107	64
1000	18	109	164	68
1000	17	62	101	64
1000	18	61	83	63
1000	18	61	109	64
1000	17	59	52	63
1000	17	61	60	64
10000	1	516	82	605
1000	18	60	108	63
1000	18	59	106	62
1000	18	76	87	63
1000	18	58	107	62
1000	18	60	106	64
10000	1	565	47	574
1000	18	60	106	64
10000	1	983	53	639
1000	18	59	2324	63
10000	1	508	33	518
1000	18	58	913	62
1000	18	58	184	62
1000	18	61	106	63
1000	18	62	54	65
1000	18	59	55	63
1000	18	60	88	63
10000	1	1076	60	855
1000	18	59	106	63
10000	1	541	39	1397
10000	1	1974	75	1429
1000	18	61	106	63
1000	18	59	54	63
10000	1	510	35	529
1000	18	59	72	63
10000	1	513	33	600
1000	18	58	107	62
10000	1	547	48	524
10000	1	515	39	573
10000	1	547	33	527
10000	1	2429	93	1205
10000	1	1206	55	519
10000	1	526	33	657
10000	1	625	42	518
10000	1	522	37	2011
10000	1	526	31	537
10000	1	514	30	546
10000	1	515	34	538
10000	1	576	92	542
10000	1	1847	57	816
10000	1	676	45	532
10000	1	514	39	521
10000	1	510	37	694
10000	1	735	92	648
10000	1	977	105	852
10000	1	759	78	658
10000	1	1336	75	519
10000	1	708	55	558
10000	1	510	32	680
10000	1	526	41	2770
10000	1	510	33	1548
10000	1	1940	314	745
10000	1	677	47	1468
10000	1	511	37	616
10000	1	541	35	552
10000	2	784	75	656
10000	1	535	31	518
10000	1	505	30	518
10000	1	513	32	1045
10000	2	633	63	644
10000	1	513	31	600
10000	1	809	49	522
10000	1	509	33	611
10000	1	726	40	880
10000	2	893	101	656
10000	1	515	35	566
10000	1	508	30	898
10000	1	856	32	563
10000	2	631	68	682
10000	2	634	1014	645
10000	2	1572	77	2269
10000	1	511	30	1097
10000	2	788	95	715
10000	2	3048	105	649
10000	2	634	126	697
10000	2	629	68	2176
10000	2	762	105	665
10000	2	3942	96	667
10000	2	10102	94	670
10000	2	782	78	762
10000	2	652	69	665
10000	2	723	85	658
10000	2	767	89	1445
10000	2	633	66	672
10000	2	749	71	643
10000	2	805	78	646
10000	2	767	123	675
10000	2	870	94	648
10000	2	636	64	650
10000	2	644	63	648
10000	2	631	123	645
10000	2	630	63	643
10000	2	668	106	5578
10000	2	631	63	653
10000	2	636	171	661
10000	2	649	125	714
10000	2	774	95	672
10000	2	698	111	1912
10000	2	637	64	700
10000	2	634	126	677
10000	2	637	446	657
10000	2	684	89	665
10000	2	686	94	739
10000	2	651	77	645
10000	3	744	171	920
10000	2	634	64	650
10000	2	651	65	679
10000	2	631	66	663
10000	3	733	1574	815
10000	3	754	280	1746
10000	2	723	92	792
10000	2	744	74	862
10000	2	658	81	648
10000	2	633	64	647
10000	3	744	99	756
10000	3	735	98	750
10000	2	684	86	752
10000	2	634	104	854
10000	3	747	324	878
10000	2	1523	97	650
10000	3	909	117	791
10000	3	746	100	749
10000	2	654	99	780
10000	3	734	98	1251
10000	3	1032	138	752
10000	3	757	106	1086
10000	3	768	112	1195
10000	2	694	98	1783
10000	3	777	113	753
10000	3	886	111	761
10000	3	741	222	790
10000	3	938	214	1040
10000	3	759	208	762
10000	3	857	133	796
10000	3	790	233	830
10000	3	737	95	786
10000	3	896	105	804
10000	3	736	123	774
10000	3	1508	116	747
10000	3	760	99	992
10000	3	1300	120	852
10000	3	751	99	790
10000	3	764	106	1793
10000	3	733	127	806
10000	3	1031	155	10944
10000	3	1265	140	791
10000	3	1844	124	1047
10000	3	2623	201	781
10000	3	748	99	753
10000	3	751	101	2479
10000	3	821	502	756
10000	3	794	247	771
10000	3	926	113	812
10000	3	1040	400	1097
10000	3	1224	347	967
10000	3	899	136	750
10000	3	798	134	752
10000	3	740	98	925
10000	4	763	515	1128
10000	3	766	413	932
10000	4	1635	202	936
10000	4	763	178	782
10000	3	4598	131	1454
10000	4	982	160	1182
10000	3	744	100	755
10000	4	836	138	940
10000	4	761	131	1108
10000	3	762	116	804
10000	4	787	131	2394
10000	4	812	144	1918
10000	3	756	115	772
10000	4	910	197	1681
10000	3	1113	110	759
10000	4	769	135	780
10000	4	761	135	3929
10000	4	774	135	945
10000	4	774	251	783
10000	4	809	139	1362
10000	4	2012	454	1114
10000	4	1727	162	874
10000	3	12369	147	814
10000	4	1007	147	827
10000	3	755	106	1169
10000	4	788	146	838
10000	4	839	142	898
10000	4	828	140	1078
10000	4	787	169	790
10000	4	957	139	931
10000	4	988	146	804
10000	4	916	143	894
10000	4	798	205	878
10000	4	759	566	818
10000	4	760	273	787
10000	4	777	524	776
10000	4	783	390	3236
10000	4	807	486	820
10000	4	762	157	793
10000	4	990	141	1912
10000	4	1046	261	845
10000	4	771	134	777
10000	4	787	579	1118
10000	5	811	172	1002
10000	4	1249	279	790
10000	4	813	169	833
10000	4	811	538	778
10000	5	759	1388	1135
10000	4	867	214	817
10000	4	3440	152	802
10000	4	832	650	1915
10000	5	805	190	1010
10000	4	788	136	782
10000	5	761	608	774
10000	5	776	171	1258
10000	4	907	199	810
10000	5	1230	209	1428
10000	4	936	333	848
10000	5	851	797	785
10000	4	762	132	778
10000	4	848	196	782
10000	5	821	252	921
10000	5	793	509	1836
10000	4	778	143	2034
10000	5	759	166	882
10000	4	805	145	1338
10000	5	788	838	779
10000	5	828	207	1165
10000	5	902	243	779
10000	4	851	3653	861
10000	5	762	160	1135
10000	5	760	722	833
10000	5	884	1186	1012
10000	4	1415	171	971
10000	5	811	167	780
10000	5	762	366	5295
10000	5	848	258	866
10000	5	762	180	781
10000	5	759	176	780
10000	5	783	465	845
10000	5	872	232	792
10000	5	875	171	1466
10000	5	1034	727	784
10000	5	762	167	840
10000	5	760	173	1166
10000	5	886	724	787
10000	5	1756	542	836
10000	5	847	180	803
10000	5	764	166	1244
10000	5	762	183	1524
10000	5	866	207	927
10000	5	1203	220	892
10000	5	763	394	780
10000	5	761	209	804
10000	5	786	170	804
10000	6	784	821	882
10000	5	757	390	781
10000	5	977	427	781
10000	5	793	327	777
10000	5	762	181	2675
10000	6	793	1574	808
10000	5	910	178	781
10000	6	802	1002	774
10000	5	819	176	782
10000	6	784	207	840
10000	6	1843	550	799
10000	5	844	196	1547
10000	6	1144	222	1425
10000	5	956	184	829
10000	6	861	496	812
10000	5	761	167	936
10000	6	1433	303	795
10000	6	1438	314	903
10000	5	805	205	2114
10000	5	845	172	939
10000	6	812	205	799
10000	6	766	322	870
10000	5	995	207	839
10000	6	827	218	816
10000	6	789	438	848
10000	6	867	234	863
10000	5	763	161	973
10000	6	782	209	815
10000	6	803	520	784
10000	6	802	200	1240
10000	6	762	417	997
10000	6	763	1165	971
10000	6	830	293	1035
10000	6	6441	821	1804
10000	6	762	491	792
10000	6	805	199	1122
10000	6	878	244	865
10000	6	770	591	808
10000	6	760	199	787
10000	6	2707	299	1112
10000	6	880	267	818
10000	6	1662	733	808
10000	6	777	202	844
10000	6	825	632	963
10000	6	1211	227	789
10000	6	788	223	788
10000	6	779	234	786
10000	7	833	1060	815
10000	6	773	204	781
10000	7	762	549	787
10000	6	830	208	816
10000	7	761	229	3948
10000	6	1860	240	817
10000	6	852	216	778
10000	6	824	210	792
10000	6	815	244	903
10000	7	763	335	776
10000	7	3569	1171	780
10000	6	775	197	1329
10000	6	774	211	862
10000	7	763	472	805
10000	6	813	573	821
10000	7	809	245	785
10000	6	759	298	994
10000	7	767	1067	1326
10000	6	803	202	882
10000	6	960	433	1293
10000	7	863	574	846
10000	7	772	266	782
10000	7	784	665	1443
10000	7	883	285	781
10000	6	1438	260	957
10000	7	816	450	886
10000	7	2303	3512	782
10000	6	789	239	793
10000	7	936	238	776
10000	7	809	696	793
10000	7	833	296	958
10000	6	1048	354	1224
10000	7	1330	299	878
10000	7	849	1687	1001
10000	7	817	238	779
10000	6	771	206	1294
10000	7	773	314	806
10000	7	839	341	783
10000	7	774	448	792
10000	7	875	238	813
10000	7	1066	293	962
10000	7	780	236	784
10000	7	804	707	824
10000	7	1018	2394	782
10000	7	759	233	913
10000	7	782	233	1112
10000	7	1032	243	780
10000	7	763	600	796
10000	7	876	239	804
10000	7	825	376	782
10000	7	1708	275	795
10000	7	1021	584	795
10000	7	930	1298	948
10000	7	931	287	1088
10000	8	779	1276	921
10000	7	1425	984	973
10000	7	856	236	789
10000	7	806	1055	782
10000	8	766	1467	786
10000	7	848	1328	783
10000	7	802	1586	971
10000	8	981	888	871
10000	7	763	1098	793
10000	7	762	333	823
10000	8	761	1265	963
10000	7	1116	1049	778
10000	8	761	381	794
10000	7	766	492	783
10000	8	763	361	781
10000	7	814	453	990
10000	8	1140	304	874
10000	8	791	323	820
10000	7	806	244	1043
10000	8	773	349	886
10000	8	1831	664	781
10000	7	761	255	852
10000	8	838	290	807
10000	8	782	2102	874
10000	8	794	332	896
10000	8	805	346	815
10000	8	785	272	781
10000	8	764	1331	2564
10000	8	1163	553	781
10000	8	766	288	3482
10000	8	764	1255	816
10000	8	792	319	783
10000	8	762	267	815
10000	8	785	377	788
10000	8	2144	1301	2685
10000	8	2660	2548	1369
10000	8	863	340	792
10000	8	783	291	835
10000	8	811	1240	1274
10000	8	795	337	781
10000	8	763	910	824
10000	8	1288	1104	969
10000	8	800	278	817
10000	8	839	1254	776
10000	8	791	771	780
10000	8	760	334	886
10000	8	10531	2107	780
10000	8	761	266	888
10000	8	783	755	778
10000	8	763	268	780
10000	8	822	998	782
10000	8	850	287	798
10000	8	759	403	1045
10000	8	812	556	821
10000	8	2852	1298	787
10000	8	834	262	820
10000	8	784	433	874
10000	8	959	491	838
10000	9	764	344	1499
10000	9	1103	705	811
10000	8	773	736	1151
10000	9	805	418	2266
10000	9	763	879	786
10000	8	761	285	784
10000	9	761	304	797
10000	9	840	1073	916
10000	9	1187	884	968
10000	8	2496	402	804
10000	9	779	1565	827
10000	9	764	801	877
10000	9	778	310	797
10000	8	760	1372	797
10000	9	763	318	795
10000	9	2755	761	779
10000	9	764	317	781
10000	9	761	305	799
10000	9	762	759	782
10000	9	761	1349	857
10000	9	762	850	1071
10000	9	836	315	783
10000	9	762	301	4303
10000	9	762	577	779
10000	9	769	851	777
10000	9	763	300	1302
10000	9	765	632	875
10000	9	784	881	816
10000	9	761	382	780
10000	9	819	647	777
